row_type,Name,Identifier,Description,Start Date,Target Date,Network,Cycle View,Module View,Issue Views View,Page View,Intake View,Is Time Tracking Enabled,Is Issue Type Enabled,Guest View All Features,Epic Enabled,State Templates,Label Templates,Task Custom Properties,Epic Custom Properties,Additional Work Item Types,External Key,Description Html,State,Priority,Is Draft,Parent External Key,Issue Type,Labels,Assignee Emails,Custom Properties
work_item,Nowy monitor na stanowisku #6,,,2026-02-01,,,,,,,,,,,,,,,,,WI-006,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0006.</p>,Nowe,low,False,EPIK-NET,Zmiana,"[""Hardware""]","[""network.admin@example.com"", ""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1006"", ""Czas rozwiązania (h)"": 7}"
work_item,Wolne łącze Wi‑Fi #7,,,,,,,,,,,,,,,,,,,,WI-007,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0007.</p>,W kolejce,high,False,EPIK-ID,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1007"", ""Wpływ"": ""Zespół""}"
work_item,Konfiguracja skrzynki shared #8,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-008,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0008.</p>,W trakcie,medium,False,EPIK-APPS,Zmiana,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1008""}"
work_item,Aktualizacja Windows #9,,,,,,,,,,,,,,,,,,,,WI-009,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0009.</p>,Oczekuje na usera,low,False,EPIK-ONBOARD,Zmiana,"[""Software""]","[""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1009"", ""Czas rozwiązania (h)"": 2}"
work_item,Awaria switcha piętro 2 #10,,,2026-02-01,,,,,,,,,,,,,,,,,WI-010,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0010.</p>,Rozwiązane,urgent,False,EPIK-NET,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1010"", ""Wpływ"": ""Zespół""}"
work_item,Laptop nie startuje #11,,,,,,,,,,,,,,,,,,,,WI-011,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0011.</p>,Nowe,high,False,EPIK-ID,Incydent,"[""Hardware"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1011"", ""Wpływ"": ""Cała firma""}"
work_item,Brak dostępu do VPN #12,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-012,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0012.</p>,W kolejce,urgent,False,EPIK-APPS,Incydent,"[""Dostęp"", ""Sieć""]","[""onboarding@example.com""]","{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1012"", ""Czas rozwiązania (h)"": 5, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Drukarka nie drukuje #13,,,,,,,,,,,,,,,,,,,,WI-013,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0013.</p>,W trakcie,medium,False,EPIK-ONBOARD,Incydent,"[""Drukarka"", ""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1013"", ""Wpływ"": ""Zespół""}"
work_item,Reset hasła AD #14,,,2026-02-01,,,,,,,,,,,,,,,,,WI-014,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0014.</p>,Oczekuje na usera,low,False,EPIK-NET,Task,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1014""}"
work_item,Instalacja pakietu Office #15,,,,,,,,,,,,,,,,,,,,WI-015,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0015.</p>,Rozwiązane,medium,False,EPIK-ID,Zmiana,"[""Software""]","[""nieistniejacy.user@example.com"", ""onboarding@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1015"", ""Czas rozwiązania (h)"": 8}"
work_item,Nowy monitor na stanowisku #16,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-016,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0016.</p>,Nowe,low,False,EPIK-APPS,Zmiana,"[""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1016""}"
work_item,Wolne łącze Wi‑Fi #17,,,,,,,,,,,,,,,,,,,,WI-017,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0017.</p>,W kolejce,high,False,EPIK-ONBOARD,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1017"", ""Wpływ"": ""Cała firma""}"
work_item,Konfiguracja skrzynki shared #18,,,2026-02-01,,,,,,,,,,,,,,,,,WI-018,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0018.</p>,W trakcie,medium,False,EPIK-NET,Zmiana,"[""Dostęp"", ""Software""]","[""network.admin@example.com""]","{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1018"", ""Czas rozwiązania (h)"": 3}"
work_item,Aktualizacja Windows #19,,,,,,,,,,,,,,,,,,,,WI-019,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0019.</p>,Oczekuje na usera,low,False,EPIK-ID,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1019""}"
work_item,Awaria switcha piętro 2 #20,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-020,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0020.</p>,Rozwiązane,urgent,False,EPIK-APPS,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1020"", ""Wpływ"": ""Cała firma""}"
work_item,Laptop nie startuje #21,,,,,,,,,,,,,,,,,,,,WI-021,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0021.</p>,Nowe,high,False,EPIK-ONBOARD,Incydent,"[""Hardware"", ""Pilne""]","[""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1021"", ""Czas rozwiązania (h)"": 6, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Brak dostępu do VPN #22,,,2026-02-01,,,,,,,,,,,,,,,,,WI-022,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0022.</p>,W kolejce,urgent,False,EPIK-NET,Incydent,"[""Dostęp"", ""Sieć""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1022"", ""Wpływ"": ""Zespół""}"
work_item,Drukarka nie drukuje #23,,,,,,,,,,,,,,,,,,,,WI-023,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0023.</p>,W trakcie,medium,False,EPIK-ID,Incydent,"[""Drukarka"", ""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1023"", ""Wpływ"": ""Cała firma""}"
work_item,Reset hasła AD #24,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-024,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0024.</p>,Oczekuje na usera,low,False,EPIK-APPS,Task,"[""Dostęp"", ""Software""]","[""onboarding@example.com"", ""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1024"", ""Czas rozwiązania (h)"": 1}"
work_item,Instalacja pakietu Office #25,,,,,,,,,,,,,,,,,,,,WI-025,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0025.</p>,Rozwiązane,medium,False,EPIK-ONBOARD,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1025""}"
work_item,Nowy monitor na stanowisku #26,,,2026-02-01,,,,,,,,,,,,,,,,,WI-026,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0026.</p>,Nowe,low,False,EPIK-NET,Zmiana,"[""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1026""}"
work_item,Wolne łącze Wi‑Fi #27,,,,,,,,,,,,,,,,,,,,WI-027,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0027.</p>,W kolejce,high,False,EPIK-ID,Incydent,"[""Sieć"", ""Pilne""]","[""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1027"", ""Czas rozwiązania (h)"": 4, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Konfiguracja skrzynki shared #28,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-028,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0028.</p>,W trakcie,medium,False,EPIK-APPS,Zmiana,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1028""}"
work_item,Aktualizacja Windows #29,,,,,,,,,,,,,,,,,,,,WI-029,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0029.</p>,Oczekuje na usera,low,False,EPIK-ONBOARD,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1029""}"
work_item,Awaria switcha piętro 2 #30,,,2026-02-01,,,,,,,,,,,,,,,,,WI-030,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0030.</p>,Rozwiązane,urgent,False,EPIK-NET,Incydent,"[""Sieć"", ""Pilne""]","[""network.admin@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1030"", ""Czas rozwiązania (h)"": 7, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Laptop nie startuje #31,,,,,,,,,,,,,,,,,,,,WI-031,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0031.</p>,Nowe,high,False,EPIK-ID,Incydent,"[""Hardware"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1031"", ""Wpływ"": ""Zespół""}"
work_item,Brak dostępu do VPN #32,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-032,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0032.</p>,W kolejce,urgent,False,EPIK-APPS,Incydent,"[""Dostęp"", ""Sieć""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1032"", ""Wpływ"": ""Cała firma""}"
work_item,Drukarka nie drukuje #33,,,,,,,,,,,,,,,,,,,,WI-033,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0033.</p>,W trakcie,medium,False,EPIK-ONBOARD,Incydent,"[""Drukarka"", ""Hardware""]","[""helpdesk.lead@example.com"", ""network.admin@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1033"", ""Czas rozwiązania (h)"": 2, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Reset hasła AD #34,,,2026-02-01,,,,,,,,,,,,,,,,,WI-034,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0034.</p>,Oczekuje na usera,low,False,EPIK-NET,Task,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1034""}"
work_item,Instalacja pakietu Office #35,,,,,,,,,,,,,,,,,,,,WI-035,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0035.</p>,Rozwiązane,medium,False,EPIK-ID,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1035""}"
work_item,Nowy monitor na stanowisku #36,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-036,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0036.</p>,Nowe,low,False,EPIK-APPS,Zmiana,"[""Hardware""]","[""onboarding@example.com""]","{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1036"", ""Czas rozwiązania (h)"": 5}"
work_item,Wolne łącze Wi‑Fi #37,,,,,,,,,,,,,,,,,,,,WI-037,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0037.</p>,W kolejce,high,False,EPIK-ONBOARD,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1037"", ""Wpływ"": ""Zespół""}"
work_item,Konfiguracja skrzynki shared #38,,,2026-02-01,,,,,,,,,,,,,,,,,WI-038,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0038.</p>,W trakcie,medium,False,EPIK-NET,Zmiana,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1038""}"
work_item,Aktualizacja Windows #39,,,,,,,,,,,,,,,,,,,,WI-039,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0039.</p>,Oczekuje na usera,low,False,EPIK-ID,Zmiana,"[""Software""]","[""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1039"", ""Czas rozwiązania (h)"": 8}"
work_item,Awaria switcha piętro 2 #40,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-040,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0040.</p>,Rozwiązane,urgent,False,EPIK-APPS,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1040"", ""Wpływ"": ""Zespół""}"
work_item,Laptop nie startuje #41,,,,,,,,,,,,,,,,,,,,WI-041,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0041.</p>,Nowe,high,False,EPIK-ONBOARD,Incydent,"[""Hardware"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1041"", ""Wpływ"": ""Cała firma""}"
work_item,Brak dostępu do VPN #42,,,2026-02-01,,,,,,,,,,,,,,,,,WI-042,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0042.</p>,W kolejce,urgent,False,EPIK-NET,Incydent,"[""Dostęp"", ""Sieć""]","[""network.admin@example.com"", ""nieistniejacy.user@example.com""]","{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1042"", ""Czas rozwiązania (h)"": 3, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Drukarka nie drukuje #43,,,,,,,,,,,,,,,,,,,,WI-043,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0043.</p>,W trakcie,medium,False,EPIK-ID,Incydent,"[""Drukarka"", ""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1043"", ""Wpływ"": ""Zespół""}"
work_item,Reset hasła AD #44,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-044,<p>Zgłoszenie helpdesk: Reset hasła AD. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0044.</p>,Oczekuje na usera,low,False,EPIK-APPS,Task,"[""Dostęp"", ""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1044""}"
work_item,Instalacja pakietu Office #45,,,,,,,,,,,,,,,,,,,,WI-045,<p>Zgłoszenie helpdesk: Instalacja pakietu Office. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0045.</p>,Rozwiązane,medium,False,EPIK-ONBOARD,Zmiana,"[""Software""]","[""helpdesk.lead@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1045"", ""Czas rozwiązania (h)"": 6}"
work_item,Nowy monitor na stanowisku #46,,,2026-02-01,,,,,,,,,,,,,,,,,WI-046,<p>Zgłoszenie helpdesk: Nowy monitor na stanowisku. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0046.</p>,Nowe,low,False,EPIK-NET,Zmiana,"[""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1046""}"
work_item,Wolne łącze Wi‑Fi #47,,,,,,,,,,,,,,,,,,,,WI-047,<p>Zgłoszenie helpdesk: Wolne łącze Wi‑Fi. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0047.</p>,W kolejce,high,False,EPIK-ID,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1047"", ""Wpływ"": ""Cała firma""}"
work_item,Konfiguracja skrzynki shared #48,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-048,<p>Zgłoszenie helpdesk: Konfiguracja skrzynki shared. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0048.</p>,W trakcie,medium,False,EPIK-APPS,Zmiana,"[""Dostęp"", ""Software""]","[""onboarding@example.com""]","{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1048"", ""Czas rozwiązania (h)"": 1}"
work_item,Aktualizacja Windows #49,,,,,,,,,,,,,,,,,,,,WI-049,<p>Zgłoszenie helpdesk: Aktualizacja Windows. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0049.</p>,Oczekuje na usera,low,False,EPIK-ONBOARD,Zmiana,"[""Software""]",[],"{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1049""}"
work_item,Awaria switcha piętro 2 #50,,,2026-02-01,,,,,,,,,,,,,,,,,WI-050,<p>Zgłoszenie helpdesk: Awaria switcha piętro 2. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0050.</p>,Rozwiązane,urgent,False,EPIK-NET,Incydent,"[""Sieć"", ""Pilne""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1050"", ""Wpływ"": ""Cała firma""}"
work_item,Laptop nie startuje #51,,,,,,,,,,,,,,,,,,,,WI-051,<p>Zgłoszenie helpdesk: Laptop nie startuje. Lokalizacja: Biuro A. Numer sprawy wewnętrznej HD-0051.</p>,Nowe,high,False,EPIK-ID,Incydent,"[""Hardware"", ""Pilne""]","[""nieistniejacy.user@example.com"", ""onboarding@example.com""]","{""Lokalizacja"": ""Biuro A"", ""Numer inwentarzowy"": ""IT-1051"", ""Czas rozwiązania (h)"": 4, ""Wpływ"": ""Jeden użytkownik""}"
work_item,Brak dostępu do VPN #52,,,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,WI-052,<p>Zgłoszenie helpdesk: Brak dostępu do VPN. Lokalizacja: Remote. Numer sprawy wewnętrznej HD-0052.</p>,W kolejce,urgent,False,EPIK-APPS,Incydent,"[""Dostęp"", ""Sieć""]",[],"{""Lokalizacja"": ""Remote"", ""Numer inwentarzowy"": ""IT-1052"", ""Wpływ"": ""Zespół""}"
work_item,Drukarka nie drukuje #53,,,,,,,,,,,,,,,,,,,,WI-053,<p>Zgłoszenie helpdesk: Drukarka nie drukuje. Lokalizacja: Biuro B. Numer sprawy wewnętrznej HD-0053.</p>,W trakcie,medium,False,EPIK-ONBOARD,Incydent,"[""Drukarka"", ""Hardware""]",[],"{""Lokalizacja"": ""Biuro B"", ""Numer inwentarzowy"": ""IT-1053"", ""Wpływ"": ""Cała firma""}"
