row_type,Name,Identifier,Description,Start Date,Target Date,Network,Cycle View,Module View,Issue Views View,Page View,Intake View,Is Time Tracking Enabled,Is Issue Type Enabled,Guest View All Features,Epic Enabled,State Templates,Label Templates,Task Custom Properties,Epic Custom Properties,Additional Work Item Types,External Key,Description Html,State,Priority,Is Draft,Parent External Key,Issue Type,Labels,Assignee Emails,Custom Properties
work_item,Brak miejsca w chłodni #6,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-006,"<p>Zadanie logistyki mleczarni: Brak miejsca w chłodni. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-TRASY,,"[""Magazyn""]","[""nieistniejacy.rolnik@example.com""]","{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Standard""}"
work_item,Uszkodzona paleta jogurtów #7,,,,,,,,,,,,,,,,,,,,LOG-007,"<p>Zadanie logistyki mleczarni: Uszkodzona paleta jogurtów. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Express""}"
work_item,Planowanie okna załadunku #8,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-008,"<p>Zadanie logistyki mleczarni: Planowanie okna załadunku. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-DYST,Incydent,"[""Transport""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Krytyczny"", ""Kategoria"": ""Brak towaru""}"
work_item,Kalibracja termometrów #9,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-009,"<p>Zadanie logistyki mleczarni: Kalibracja termometrów. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-CHLODNIA,,"[""Chłodnia""]","[""magazyn@example.com"", ""lab@example.com""]","{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Standard""}"
work_item,Zwrot niepełnej dostawy #10,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-010,"<p>Zadanie logistyki mleczarni: Zwrot niepełnej dostawy. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-TRASY,,"[""Transport"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Express""}"
work_item,Inwentaryzacja SKU mlecznych #11,,,,,,,,,,,,,,,,,,,,LOG-011,"<p>Zadanie logistyki mleczarni: Inwentaryzacja SKU mlecznych. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Awaryjny przejazd Express #12,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-012,"<p>Zadanie logistyki mleczarni: Awaryjny przejazd Express. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-DYST,Incydent,"[""Transport""]","[""marketing.agro@example.com""]","{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Standard"", ""Kategoria"": ""Opóźnienie""}"
work_item,Odbiór mleka od dostawcy #13,,,,,,,,,,,,,,,,,,,,LOG-013,"<p>Zadanie logistyki mleczarni: Odbiór mleka od dostawcy. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Express""}"
work_item,Awaria agregatu chłodniczego #14,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-014,"<p>Zadanie logistyki mleczarni: Awaria agregatu chłodniczego. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-TRASY,,"[""Chłodnia""]",[],"{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Przeładunek palet w hubie #15,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-015,"<p>Zadanie logistyki mleczarni: Przeładunek palet w hubie. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-MAGAZYN,,"[""Magazyn"", ""Pilne""]","[""kierowca@example.com""]","{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Standard""}"
work_item,Kontrola temperatury w naczepie #16,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-016,"<p>Zadanie logistyki mleczarni: Kontrola temperatury w naczepie. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-DYST,Incydent,"[""Chłodnia""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Express"", ""Kategoria"": ""Uszkodzenie""}"
work_item,Opóźnienie na trasie odbioru #17,,,,,,,,,,,,,,,,,,,,LOG-017,"<p>Zadanie logistyki mleczarni: Opóźnienie na trasie odbioru. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Brak miejsca w chłodni #18,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-018,"<p>Zadanie logistyki mleczarni: Brak miejsca w chłodni. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-TRASY,,"[""Magazyn""]","[""jakosc@example.com"", ""marketing.agro@example.com""]","{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Standard""}"
work_item,Uszkodzona paleta jogurtów #19,,,,,,,,,,,,,,,,,,,,LOG-019,"<p>Zadanie logistyki mleczarni: Uszkodzona paleta jogurtów. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Express""}"
work_item,Planowanie okna załadunku #20,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-020,"<p>Zadanie logistyki mleczarni: Planowanie okna załadunku. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-DYST,Incydent,"[""Transport"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Krytyczny"", ""Kategoria"": ""Brak towaru""}"
work_item,Kalibracja termometrów #21,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-021,"<p>Zadanie logistyki mleczarni: Kalibracja termometrów. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-CHLODNIA,,"[""Chłodnia""]","[""logistyka@example.com""]","{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Standard""}"
work_item,Zwrot niepełnej dostawy #22,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-022,"<p>Zadanie logistyki mleczarni: Zwrot niepełnej dostawy. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-TRASY,,"[""Transport""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Express""}"
work_item,Inwentaryzacja SKU mlecznych #23,,,,,,,,,,,,,,,,,,,,LOG-023,"<p>Zadanie logistyki mleczarni: Inwentaryzacja SKU mlecznych. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Awaryjny przejazd Express #24,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-024,"<p>Zadanie logistyki mleczarni: Awaryjny przejazd Express. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-DYST,Incydent,"[""Transport""]","[""lab@example.com""]","{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Standard"", ""Kategoria"": ""Opóźnienie""}"
work_item,Odbiór mleka od dostawcy #25,,,,,,,,,,,,,,,,,,,,LOG-025,"<p>Zadanie logistyki mleczarni: Odbiór mleka od dostawcy. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-CHLODNIA,,"[""Transport"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Express""}"
work_item,Awaria agregatu chłodniczego #26,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-026,"<p>Zadanie logistyki mleczarni: Awaria agregatu chłodniczego. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-TRASY,,"[""Chłodnia""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Przeładunek palet w hubie #27,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-027,"<p>Zadanie logistyki mleczarni: Przeładunek palet w hubie. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-MAGAZYN,,"[""Magazyn""]","[""nieistniejacy.rolnik@example.com"", ""logistyka@example.com""]","{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Standard""}"
work_item,Kontrola temperatury w naczepie #28,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-028,"<p>Zadanie logistyki mleczarni: Kontrola temperatury w naczepie. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-DYST,Incydent,"[""Chłodnia""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Express"", ""Kategoria"": ""Uszkodzenie""}"
work_item,Opóźnienie na trasie odbioru #29,,,,,,,,,,,,,,,,,,,,LOG-029,"<p>Zadanie logistyki mleczarni: Opóźnienie na trasie odbioru. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Brak miejsca w chłodni #30,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-030,"<p>Zadanie logistyki mleczarni: Brak miejsca w chłodni. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-TRASY,,"[""Magazyn"", ""Pilne""]","[""magazyn@example.com""]","{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Standard""}"
work_item,Uszkodzona paleta jogurtów #31,,,,,,,,,,,,,,,,,,,,LOG-031,"<p>Zadanie logistyki mleczarni: Uszkodzona paleta jogurtów. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Express""}"
work_item,Planowanie okna załadunku #32,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-032,"<p>Zadanie logistyki mleczarni: Planowanie okna załadunku. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-DYST,Incydent,"[""Transport""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Krytyczny"", ""Kategoria"": ""Brak towaru""}"
work_item,Kalibracja termometrów #33,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-033,"<p>Zadanie logistyki mleczarni: Kalibracja termometrów. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-CHLODNIA,,"[""Chłodnia""]","[""marketing.agro@example.com""]","{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Standard""}"
work_item,Zwrot niepełnej dostawy #34,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-034,"<p>Zadanie logistyki mleczarni: Zwrot niepełnej dostawy. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-TRASY,,"[""Transport""]",[],"{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Express""}"
work_item,Inwentaryzacja SKU mlecznych #35,,,,,,,,,,,,,,,,,,,,LOG-035,"<p>Zadanie logistyki mleczarni: Inwentaryzacja SKU mlecznych. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-MAGAZYN,,"[""Magazyn"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Awaryjny przejazd Express #36,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-036,"<p>Zadanie logistyki mleczarni: Awaryjny przejazd Express. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-DYST,Incydent,"[""Transport""]","[""kierowca@example.com"", ""magazyn@example.com""]","{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Standard"", ""Kategoria"": ""Opóźnienie""}"
work_item,Odbiór mleka od dostawcy #37,,,,,,,,,,,,,,,,,,,,LOG-037,"<p>Zadanie logistyki mleczarni: Odbiór mleka od dostawcy. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Express""}"
work_item,Awaria agregatu chłodniczego #38,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-038,"<p>Zadanie logistyki mleczarni: Awaria agregatu chłodniczego. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-TRASY,,"[""Chłodnia""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Przeładunek palet w hubie #39,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-039,"<p>Zadanie logistyki mleczarni: Przeładunek palet w hubie. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-MAGAZYN,,"[""Magazyn""]","[""jakosc@example.com""]","{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Standard""}"
work_item,Kontrola temperatury w naczepie #40,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-040,"<p>Zadanie logistyki mleczarni: Kontrola temperatury w naczepie. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-DYST,Incydent,"[""Chłodnia"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Express"", ""Kategoria"": ""Uszkodzenie""}"
work_item,Opóźnienie na trasie odbioru #41,,,,,,,,,,,,,,,,,,,,LOG-041,"<p>Zadanie logistyki mleczarni: Opóźnienie na trasie odbioru. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Brak miejsca w chłodni #42,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-042,"<p>Zadanie logistyki mleczarni: Brak miejsca w chłodni. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-TRASY,,"[""Magazyn""]","[""logistyka@example.com""]","{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Standard""}"
work_item,Uszkodzona paleta jogurtów #43,,,,,,,,,,,,,,,,,,,,LOG-043,"<p>Zadanie logistyki mleczarni: Uszkodzona paleta jogurtów. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Express""}"
work_item,Planowanie okna załadunku #44,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-044,"<p>Zadanie logistyki mleczarni: Planowanie okna załadunku. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-DYST,Incydent,"[""Transport""]",[],"{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Krytyczny"", ""Kategoria"": ""Brak towaru""}"
work_item,Kalibracja termometrów #45,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-045,"<p>Zadanie logistyki mleczarni: Kalibracja termometrów. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-CHLODNIA,,"[""Chłodnia"", ""Pilne""]","[""lab@example.com"", ""jakosc@example.com""]","{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Standard""}"
work_item,Zwrot niepełnej dostawy #46,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-046,"<p>Zadanie logistyki mleczarni: Zwrot niepełnej dostawy. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-TRASY,,"[""Transport""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Express""}"
work_item,Inwentaryzacja SKU mlecznych #47,,,,,,,,,,,,,,,,,,,,LOG-047,"<p>Zadanie logistyki mleczarni: Inwentaryzacja SKU mlecznych. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-MAGAZYN,,"[""Magazyn""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Awaryjny przejazd Express #48,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-048,"<p>Zadanie logistyki mleczarni: Awaryjny przejazd Express. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-DYST,Incydent,"[""Transport""]","[""nieistniejacy.rolnik@example.com""]","{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Standard"", ""Kategoria"": ""Opóźnienie""}"
work_item,Odbiór mleka od dostawcy #49,,,,,,,,,,,,,,,,,,,,LOG-049,"<p>Zadanie logistyki mleczarni: Odbiór mleka od dostawcy. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Express""}"
work_item,Awaria agregatu chłodniczego #50,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-050,"<p>Zadanie logistyki mleczarni: Awaria agregatu chłodniczego. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-TRASY,,"[""Chłodnia"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Przeładunek palet w hubie #51,,,,2026-06-30,,,,,,,,,,,,,,,,LOG-051,"<p>Zadanie logistyki mleczarni: Przeładunek palet w hubie. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-MAGAZYN,,"[""Magazyn""]","[""magazyn@example.com""]","{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Standard""}"
work_item,Kontrola temperatury w naczepie #52,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-052,"<p>Zadanie logistyki mleczarni: Kontrola temperatury w naczepie. Trasa TR-12, temperatura docelowa 4°C.</p>",W trasie,medium,False,EPIK-DYST,Incydent,"[""Chłodnia""]",[],"{""Numer trasy"": ""TR-12"", ""Temperatura (C)"": 4, ""Priorytet dostawy"": ""Express"", ""Kategoria"": ""Uszkodzenie""}"
work_item,Opóźnienie na trasie odbioru #53,,,,,,,,,,,,,,,,,,,,LOG-053,"<p>Zadanie logistyki mleczarni: Opóźnienie na trasie odbioru. Trasa TR-22, temperatura docelowa 5°C.</p>",Dostarczone,low,False,EPIK-CHLODNIA,,"[""Transport""]",[],"{""Numer trasy"": ""TR-22"", ""Temperatura (C)"": 5, ""Priorytet dostawy"": ""Krytyczny""}"
work_item,Brak miejsca w chłodni #54,,,2026-03-01,2026-06-30,,,,,,,,,,,,,,,,LOG-054,"<p>Zadanie logistyki mleczarni: Brak miejsca w chłodni. Trasa TR-30, temperatura docelowa 6°C.</p>",Anulowane,none,False,EPIK-TRASY,,"[""Magazyn""]","[""marketing.agro@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Numer trasy"": ""TR-30"", ""Temperatura (C)"": 6, ""Priorytet dostawy"": ""Standard""}"
work_item,Uszkodzona paleta jogurtów #55,,,,,,,,,,,,,,,,,,,,LOG-055,"<p>Zadanie logistyki mleczarni: Uszkodzona paleta jogurtów. Trasa TR-01, temperatura docelowa 2°C.</p>",Zgłoszenie,urgent,False,EPIK-MAGAZYN,,"[""Magazyn"", ""Pilne""]",[],"{""Numer trasy"": ""TR-01"", ""Temperatura (C)"": 2, ""Priorytet dostawy"": ""Express""}"
work_item,Planowanie okna załadunku #56,,,2026-03-01,,,,,,,,,,,,,,,,,LOG-056,"<p>Zadanie logistyki mleczarni: Planowanie okna załadunku. Trasa TR-07, temperatura docelowa 3°C.</p>",Planowanie,high,False,EPIK-DYST,Incydent,"[""Transport""]",[],"{""Numer trasy"": ""TR-07"", ""Temperatura (C)"": 3, ""Priorytet dostawy"": ""Krytyczny"", ""Kategoria"": ""Brak towaru""}"
