row_type,Name,Identifier,Description,Start Date,Target Date,Network,Cycle View,Module View,Issue Views View,Page View,Intake View,Is Time Tracking Enabled,Is Issue Type Enabled,Guest View All Features,Epic Enabled,State Templates,Label Templates,Task Custom Properties,Epic Custom Properties,Additional Work Item Types,External Key,Description Html,State,Priority,Is Draft,Parent External Key,Issue Type,Labels,Assignee Emails,Custom Properties
work_item,Przegląd ciągnika #6,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-006,<p>Zadanie gospodarstwa: Przegląd ciągnika. Sektor Obora. Numer wewnętrzny GR-2026-0006.</p>,Do zrobienia,high,False,EPIK-PASZE,,"[""Maszyny""]","[""maszyny@example.com""]","{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 7, ""Pogoda OK"": false}"
work_item,Wymiana oleju w kombajnie #7,,,,,,,,,,,,,,,,,,,,GOSP-007,<p>Zadanie gospodarstwa: Wymiana oleju w kombajnie. Sektor A1. Numer wewnętrzny GR-2026-0007.</p>,Zaplanowane,medium,False,EPIK-SIEW,,"[""Maszyny"", ""Pilne""]",[],"{""Pole / sektor"": ""A1"", ""Godziny pracy"": 8, ""Pogoda OK"": true}"
work_item,Awaria prasy belującej #8,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-008,<p>Zadanie gospodarstwa: Awaria prasy belującej. Sektor A2. Numer wewnętrzny GR-2026-0008.</p>,W toku,low,False,EPIK-NAWOZ,,"[""Maszyny""]",[],"{""Pole / sektor"": ""A2"", ""Godziny pracy"": 9, ""Pogoda OK"": false}"
work_item,Dojenie — kontrola aparatury #9,,,,,,,,,,,,,,,,,,,,GOSP-009,<p>Zadanie gospodarstwa: Dojenie — kontrola aparatury. Sektor B1. Numer wewnętrzny GR-2026-0009.</p>,Oczekuje,none,False,EPIK-ZBIORY,,"[""Obora""]","[""nieistniejacy.rolnik@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""B1"", ""Godziny pracy"": 10, ""Pogoda OK"": true}"
work_item,Szczepienie stada #10,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-010,<p>Zadanie gospodarstwa: Szczepienie stada. Sektor B2. Numer wewnętrzny GR-2026-0010.</p>,Zakończone,urgent,False,EPIK-OBORA,,"[""Obora""]",[],"{""Pole / sektor"": ""B2"", ""Godziny pracy"": 11, ""Pogoda OK"": false}"
work_item,Załadunek kiszonki #11,,,,,,,,,,,,,,,,,,,,GOSP-011,<p>Zadanie gospodarstwa: Załadunek kiszonki. Sektor C1. Numer wewnętrzny GR-2026-0011.</p>,Anulowane,high,False,EPIK-MASZYNY,Awaria,"[""Pasze""]",[],"{""Pole / sektor"": ""C1"", ""Godziny pracy"": 12, ""Pogoda OK"": true, ""Wpływ na produkcję"": ""Wysoki""}"
work_item,Inwentaryzacja magazynu pasz #12,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-012,<p>Zadanie gospodarstwa: Inwentaryzacja magazynu pasz. Sektor Łąka N. Numer wewnętrzny GR-2026-0012.</p>,Do zrobienia,medium,False,EPIK-PASZE,,"[""Pasze""]","[""obora@example.com""]","{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 1, ""Pogoda OK"": false}"
work_item,Kalibracja siewnika #13,,,,,,,,,,,,,,,,,,,,GOSP-013,<p>Zadanie gospodarstwa: Kalibracja siewnika. Sektor Obora. Numer wewnętrzny GR-2026-0013.</p>,Zaplanowane,low,False,EPIK-SIEW,,"[""Maszyny""]",[],"{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 2, ""Pogoda OK"": true}"
work_item,Odchwaszczanie międzyrzędzi #14,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-014,<p>Zadanie gospodarstwa: Odchwaszczanie międzyrzędzi. Sektor A1. Numer wewnętrzny GR-2026-0014.</p>,W toku,none,False,EPIK-NAWOZ,,"[""Pola"", ""Pilne""]",[],"{""Pole / sektor"": ""A1"", ""Godziny pracy"": 3, ""Pogoda OK"": false}"
work_item,Transport obornika #15,,,,,,,,,,,,,,,,,,,,GOSP-015,<p>Zadanie gospodarstwa: Transport obornika. Sektor A2. Numer wewnętrzny GR-2026-0015.</p>,Oczekuje,urgent,False,EPIK-ZBIORY,,"[""Nawozy""]","[""agronom@example.com""]","{""Pole / sektor"": ""A2"", ""Godziny pracy"": 4, ""Pogoda OK"": true}"
work_item,Orka pola #16,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-016,<p>Zadanie gospodarstwa: Orka pola. Sektor B1. Numer wewnętrzny GR-2026-0016.</p>,Zakończone,high,False,EPIK-OBORA,,"[""Pola""]",[],"{""Pole / sektor"": ""B1"", ""Godziny pracy"": 5, ""Pogoda OK"": false}"
work_item,Siew pszenicy #17,,,,,,,,,,,,,,,,,,,,GOSP-017,<p>Zadanie gospodarstwa: Siew pszenicy. Sektor B2. Numer wewnętrzny GR-2026-0017.</p>,Anulowane,medium,False,EPIK-MASZYNY,,"[""Pola""]",[],"{""Pole / sektor"": ""B2"", ""Godziny pracy"": 6, ""Pogoda OK"": true}"
work_item,Oprysk fungicydem #18,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-018,<p>Zadanie gospodarstwa: Oprysk fungicydem. Sektor C1. Numer wewnętrzny GR-2026-0018.</p>,Do zrobienia,low,False,EPIK-PASZE,,"[""Pola""]","[""pola@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""C1"", ""Godziny pracy"": 7, ""Pogoda OK"": false}"
work_item,Rozsiew nawozu #19,,,,,,,,,,,,,,,,,,,,GOSP-019,<p>Zadanie gospodarstwa: Rozsiew nawozu. Sektor Łąka N. Numer wewnętrzny GR-2026-0019.</p>,Zaplanowane,none,False,EPIK-SIEW,,"[""Nawozy""]",[],"{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 8, ""Pogoda OK"": true}"
work_item,Koszenie łąki #20,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-020,<p>Zadanie gospodarstwa: Koszenie łąki. Sektor Obora. Numer wewnętrzny GR-2026-0020.</p>,W toku,urgent,False,EPIK-NAWOZ,,"[""Pola""]",[],"{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 9, ""Pogoda OK"": false}"
work_item,Przegląd ciągnika #21,,,,,,,,,,,,,,,,,,,,GOSP-021,<p>Zadanie gospodarstwa: Przegląd ciągnika. Sektor A1. Numer wewnętrzny GR-2026-0021.</p>,Oczekuje,high,False,EPIK-ZBIORY,,"[""Maszyny"", ""Pilne""]","[""maszyny@example.com""]","{""Pole / sektor"": ""A1"", ""Godziny pracy"": 10, ""Pogoda OK"": true}"
work_item,Wymiana oleju w kombajnie #22,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-022,<p>Zadanie gospodarstwa: Wymiana oleju w kombajnie. Sektor A2. Numer wewnętrzny GR-2026-0022.</p>,Zakończone,medium,False,EPIK-OBORA,Awaria,"[""Maszyny""]",[],"{""Pole / sektor"": ""A2"", ""Godziny pracy"": 11, ""Pogoda OK"": false, ""Wpływ na produkcję"": ""Średni""}"
work_item,Awaria prasy belującej #23,,,,,,,,,,,,,,,,,,,,GOSP-023,<p>Zadanie gospodarstwa: Awaria prasy belującej. Sektor B1. Numer wewnętrzny GR-2026-0023.</p>,Anulowane,low,False,EPIK-MASZYNY,,"[""Maszyny""]",[],"{""Pole / sektor"": ""B1"", ""Godziny pracy"": 12, ""Pogoda OK"": true}"
work_item,Dojenie — kontrola aparatury #24,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-024,<p>Zadanie gospodarstwa: Dojenie — kontrola aparatury. Sektor B2. Numer wewnętrzny GR-2026-0024.</p>,Do zrobienia,none,False,EPIK-PASZE,,"[""Obora""]","[""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""B2"", ""Godziny pracy"": 1, ""Pogoda OK"": false}"
work_item,Szczepienie stada #25,,,,,,,,,,,,,,,,,,,,GOSP-025,<p>Zadanie gospodarstwa: Szczepienie stada. Sektor C1. Numer wewnętrzny GR-2026-0025.</p>,Zaplanowane,urgent,False,EPIK-SIEW,,"[""Obora""]",[],"{""Pole / sektor"": ""C1"", ""Godziny pracy"": 2, ""Pogoda OK"": true}"
work_item,Załadunek kiszonki #26,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-026,<p>Zadanie gospodarstwa: Załadunek kiszonki. Sektor Łąka N. Numer wewnętrzny GR-2026-0026.</p>,W toku,high,False,EPIK-NAWOZ,,"[""Pasze""]",[],"{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 3, ""Pogoda OK"": false}"
work_item,Inwentaryzacja magazynu pasz #27,,,,,,,,,,,,,,,,,,,,GOSP-027,<p>Zadanie gospodarstwa: Inwentaryzacja magazynu pasz. Sektor Obora. Numer wewnętrzny GR-2026-0027.</p>,Oczekuje,medium,False,EPIK-ZBIORY,,"[""Pasze""]","[""obora@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 4, ""Pogoda OK"": true}"
work_item,Kalibracja siewnika #28,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-028,<p>Zadanie gospodarstwa: Kalibracja siewnika. Sektor A1. Numer wewnętrzny GR-2026-0028.</p>,Zakończone,low,False,EPIK-OBORA,,"[""Maszyny"", ""Pilne""]",[],"{""Pole / sektor"": ""A1"", ""Godziny pracy"": 5, ""Pogoda OK"": false}"
work_item,Odchwaszczanie międzyrzędzi #29,,,,,,,,,,,,,,,,,,,,GOSP-029,<p>Zadanie gospodarstwa: Odchwaszczanie międzyrzędzi. Sektor A2. Numer wewnętrzny GR-2026-0029.</p>,Anulowane,none,False,EPIK-MASZYNY,,"[""Pola""]",[],"{""Pole / sektor"": ""A2"", ""Godziny pracy"": 6, ""Pogoda OK"": true}"
work_item,Transport obornika #30,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-030,<p>Zadanie gospodarstwa: Transport obornika. Sektor B1. Numer wewnętrzny GR-2026-0030.</p>,Do zrobienia,urgent,False,EPIK-PASZE,,"[""Nawozy""]","[""agronom@example.com""]","{""Pole / sektor"": ""B1"", ""Godziny pracy"": 7, ""Pogoda OK"": false}"
work_item,Orka pola #31,,,,,,,,,,,,,,,,,,,,GOSP-031,<p>Zadanie gospodarstwa: Orka pola. Sektor B2. Numer wewnętrzny GR-2026-0031.</p>,Zaplanowane,high,False,EPIK-SIEW,,"[""Pola""]",[],"{""Pole / sektor"": ""B2"", ""Godziny pracy"": 8, ""Pogoda OK"": true}"
work_item,Siew pszenicy #32,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-032,<p>Zadanie gospodarstwa: Siew pszenicy. Sektor C1. Numer wewnętrzny GR-2026-0032.</p>,W toku,medium,False,EPIK-NAWOZ,,"[""Pola""]",[],"{""Pole / sektor"": ""C1"", ""Godziny pracy"": 9, ""Pogoda OK"": false}"
work_item,Oprysk fungicydem #33,,,,,,,,,,,,,,,,,,,,GOSP-033,<p>Zadanie gospodarstwa: Oprysk fungicydem. Sektor Łąka N. Numer wewnętrzny GR-2026-0033.</p>,Oczekuje,low,False,EPIK-ZBIORY,Awaria,"[""Pola""]","[""pola@example.com""]","{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 10, ""Pogoda OK"": true, ""Wpływ na produkcję"": ""Niski""}"
work_item,Rozsiew nawozu #34,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-034,<p>Zadanie gospodarstwa: Rozsiew nawozu. Sektor Obora. Numer wewnętrzny GR-2026-0034.</p>,Zakończone,none,False,EPIK-OBORA,,"[""Nawozy""]",[],"{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 11, ""Pogoda OK"": false}"
work_item,Koszenie łąki #35,,,,,,,,,,,,,,,,,,,,GOSP-035,<p>Zadanie gospodarstwa: Koszenie łąki. Sektor A1. Numer wewnętrzny GR-2026-0035.</p>,Anulowane,urgent,False,EPIK-MASZYNY,,"[""Pola"", ""Pilne""]",[],"{""Pole / sektor"": ""A1"", ""Godziny pracy"": 12, ""Pogoda OK"": true}"
work_item,Przegląd ciągnika #36,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-036,<p>Zadanie gospodarstwa: Przegląd ciągnika. Sektor A2. Numer wewnętrzny GR-2026-0036.</p>,Do zrobienia,high,False,EPIK-PASZE,,"[""Maszyny""]","[""maszyny@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""A2"", ""Godziny pracy"": 1, ""Pogoda OK"": false}"
work_item,Wymiana oleju w kombajnie #37,,,,,,,,,,,,,,,,,,,,GOSP-037,<p>Zadanie gospodarstwa: Wymiana oleju w kombajnie. Sektor B1. Numer wewnętrzny GR-2026-0037.</p>,Zaplanowane,medium,False,EPIK-SIEW,,"[""Maszyny""]",[],"{""Pole / sektor"": ""B1"", ""Godziny pracy"": 2, ""Pogoda OK"": true}"
work_item,Awaria prasy belującej #38,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-038,<p>Zadanie gospodarstwa: Awaria prasy belującej. Sektor B2. Numer wewnętrzny GR-2026-0038.</p>,W toku,low,False,EPIK-NAWOZ,,"[""Maszyny""]",[],"{""Pole / sektor"": ""B2"", ""Godziny pracy"": 3, ""Pogoda OK"": false}"
work_item,Dojenie — kontrola aparatury #39,,,,,,,,,,,,,,,,,,,,GOSP-039,<p>Zadanie gospodarstwa: Dojenie — kontrola aparatury. Sektor C1. Numer wewnętrzny GR-2026-0039.</p>,Oczekuje,none,False,EPIK-ZBIORY,,"[""Obora""]","[""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""C1"", ""Godziny pracy"": 4, ""Pogoda OK"": true}"
work_item,Szczepienie stada #40,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-040,<p>Zadanie gospodarstwa: Szczepienie stada. Sektor Łąka N. Numer wewnętrzny GR-2026-0040.</p>,Zakończone,urgent,False,EPIK-OBORA,,"[""Obora""]",[],"{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 5, ""Pogoda OK"": false}"
work_item,Załadunek kiszonki #41,,,,,,,,,,,,,,,,,,,,GOSP-041,<p>Zadanie gospodarstwa: Załadunek kiszonki. Sektor Obora. Numer wewnętrzny GR-2026-0041.</p>,Anulowane,high,False,EPIK-MASZYNY,,"[""Pasze""]",[],"{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 6, ""Pogoda OK"": true}"
work_item,Inwentaryzacja magazynu pasz #42,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-042,<p>Zadanie gospodarstwa: Inwentaryzacja magazynu pasz. Sektor A1. Numer wewnętrzny GR-2026-0042.</p>,Do zrobienia,medium,False,EPIK-PASZE,,"[""Pasze"", ""Pilne""]","[""obora@example.com""]","{""Pole / sektor"": ""A1"", ""Godziny pracy"": 7, ""Pogoda OK"": false}"
work_item,Kalibracja siewnika #43,,,,,,,,,,,,,,,,,,,,GOSP-043,<p>Zadanie gospodarstwa: Kalibracja siewnika. Sektor A2. Numer wewnętrzny GR-2026-0043.</p>,Zaplanowane,low,False,EPIK-SIEW,,"[""Maszyny""]",[],"{""Pole / sektor"": ""A2"", ""Godziny pracy"": 8, ""Pogoda OK"": true}"
work_item,Odchwaszczanie międzyrzędzi #44,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-044,<p>Zadanie gospodarstwa: Odchwaszczanie międzyrzędzi. Sektor B1. Numer wewnętrzny GR-2026-0044.</p>,W toku,none,False,EPIK-NAWOZ,Awaria,"[""Pola""]",[],"{""Pole / sektor"": ""B1"", ""Godziny pracy"": 9, ""Pogoda OK"": false, ""Wpływ na produkcję"": ""Wysoki""}"
work_item,Transport obornika #45,,,,,,,,,,,,,,,,,,,,GOSP-045,<p>Zadanie gospodarstwa: Transport obornika. Sektor B2. Numer wewnętrzny GR-2026-0045.</p>,Oczekuje,urgent,False,EPIK-ZBIORY,,"[""Nawozy""]","[""agronom@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""B2"", ""Godziny pracy"": 10, ""Pogoda OK"": true}"
work_item,Orka pola #46,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-046,<p>Zadanie gospodarstwa: Orka pola. Sektor C1. Numer wewnętrzny GR-2026-0046.</p>,Zakończone,high,False,EPIK-OBORA,,"[""Pola""]",[],"{""Pole / sektor"": ""C1"", ""Godziny pracy"": 11, ""Pogoda OK"": false}"
work_item,Siew pszenicy #47,,,,,,,,,,,,,,,,,,,,GOSP-047,<p>Zadanie gospodarstwa: Siew pszenicy. Sektor Łąka N. Numer wewnętrzny GR-2026-0047.</p>,Anulowane,medium,False,EPIK-MASZYNY,,"[""Pola""]",[],"{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 12, ""Pogoda OK"": true}"
work_item,Oprysk fungicydem #48,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-048,<p>Zadanie gospodarstwa: Oprysk fungicydem. Sektor Obora. Numer wewnętrzny GR-2026-0048.</p>,Do zrobienia,low,False,EPIK-PASZE,,"[""Pola""]","[""pola@example.com""]","{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 1, ""Pogoda OK"": false}"
work_item,Rozsiew nawozu #49,,,,,,,,,,,,,,,,,,,,GOSP-049,<p>Zadanie gospodarstwa: Rozsiew nawozu. Sektor A1. Numer wewnętrzny GR-2026-0049.</p>,Zaplanowane,none,False,EPIK-SIEW,,"[""Nawozy"", ""Pilne""]",[],"{""Pole / sektor"": ""A1"", ""Godziny pracy"": 2, ""Pogoda OK"": true}"
work_item,Koszenie łąki #50,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-050,<p>Zadanie gospodarstwa: Koszenie łąki. Sektor A2. Numer wewnętrzny GR-2026-0050.</p>,W toku,urgent,False,EPIK-NAWOZ,,"[""Pola""]",[],"{""Pole / sektor"": ""A2"", ""Godziny pracy"": 3, ""Pogoda OK"": false}"
work_item,Przegląd ciągnika #51,,,,,,,,,,,,,,,,,,,,GOSP-051,<p>Zadanie gospodarstwa: Przegląd ciągnika. Sektor B1. Numer wewnętrzny GR-2026-0051.</p>,Oczekuje,high,False,EPIK-ZBIORY,,"[""Maszyny""]","[""maszyny@example.com""]","{""Pole / sektor"": ""B1"", ""Godziny pracy"": 4, ""Pogoda OK"": true}"
work_item,Wymiana oleju w kombajnie #52,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-052,<p>Zadanie gospodarstwa: Wymiana oleju w kombajnie. Sektor B2. Numer wewnętrzny GR-2026-0052.</p>,Zakończone,medium,False,EPIK-OBORA,,"[""Maszyny""]",[],"{""Pole / sektor"": ""B2"", ""Godziny pracy"": 5, ""Pogoda OK"": false}"
work_item,Awaria prasy belującej #53,,,,,,,,,,,,,,,,,,,,GOSP-053,<p>Zadanie gospodarstwa: Awaria prasy belującej. Sektor C1. Numer wewnętrzny GR-2026-0053.</p>,Anulowane,low,False,EPIK-MASZYNY,,"[""Maszyny""]",[],"{""Pole / sektor"": ""C1"", ""Godziny pracy"": 6, ""Pogoda OK"": true}"
work_item,Dojenie — kontrola aparatury #54,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-054,<p>Zadanie gospodarstwa: Dojenie — kontrola aparatury. Sektor Łąka N. Numer wewnętrzny GR-2026-0054.</p>,Do zrobienia,none,False,EPIK-PASZE,,"[""Obora""]","[""nieistniejacy.rolnik@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Pole / sektor"": ""Łąka N"", ""Godziny pracy"": 7, ""Pogoda OK"": false}"
work_item,Szczepienie stada #55,,,,,,,,,,,,,,,,,,,,GOSP-055,<p>Zadanie gospodarstwa: Szczepienie stada. Sektor Obora. Numer wewnętrzny GR-2026-0055.</p>,Zaplanowane,urgent,False,EPIK-SIEW,Awaria,"[""Obora""]",[],"{""Pole / sektor"": ""Obora"", ""Godziny pracy"": 8, ""Pogoda OK"": true, ""Wpływ na produkcję"": ""Średni""}"
work_item,Załadunek kiszonki #56,,,2026-03-01,2026-09-30,,,,,,,,,,,,,,,,GOSP-056,<p>Zadanie gospodarstwa: Załadunek kiszonki. Sektor A1. Numer wewnętrzny GR-2026-0056.</p>,W toku,high,False,EPIK-NAWOZ,,"[""Pasze"", ""Pilne""]",[],"{""Pole / sektor"": ""A1"", ""Godziny pracy"": 9, ""Pogoda OK"": false}"
work_item,Inwentaryzacja magazynu pasz #57,,,,,,,,,,,,,,,,,,,,GOSP-057,<p>Zadanie gospodarstwa: Inwentaryzacja magazynu pasz. Sektor A2. Numer wewnętrzny GR-2026-0057.</p>,Oczekuje,medium,False,EPIK-ZBIORY,,"[""Pasze""]","[""obora@example.com""]","{""Pole / sektor"": ""A2"", ""Godziny pracy"": 10, ""Pogoda OK"": true}"
work_item,Kalibracja siewnika #58,,,2026-03-01,,,,,,,,,,,,,,,,,GOSP-058,<p>Zadanie gospodarstwa: Kalibracja siewnika. Sektor B1. Numer wewnętrzny GR-2026-0058.</p>,Zakończone,low,False,EPIK-OBORA,,"[""Maszyny""]",[],"{""Pole / sektor"": ""B1"", ""Godziny pracy"": 11, ""Pogoda OK"": false}"
work_item,Odchwaszczanie międzyrzędzi #59,,,,,,,,,,,,,,,,,,,,GOSP-059,<p>Zadanie gospodarstwa: Odchwaszczanie międzyrzędzi. Sektor B2. Numer wewnętrzny GR-2026-0059.</p>,Anulowane,none,False,EPIK-MASZYNY,,"[""Pola""]",[],"{""Pole / sektor"": ""B2"", ""Godziny pracy"": 12, ""Pogoda OK"": true}"
