row_type,Name,Identifier,Description,Start Date,Target Date,Network,Cycle View,Module View,Issue Views View,Page View,Intake View,Is Time Tracking Enabled,Is Issue Type Enabled,Guest View All Features,Epic Enabled,State Templates,Label Templates,Task Custom Properties,Epic Custom Properties,Additional Work Item Types,External Key,Description Html,State,Priority,Is Draft,Parent External Key,Issue Type,Labels,Assignee Emails,Custom Properties
work_item,Posty sezon siewny #23,,,,,,,,,,,,,,,,,,,,AGRO-023,<p>Zadanie marketingu produktów rolniczych: Posty sezon siewny. Kanał: Online. Budżet orientacyjny 10000 PLN.</p>,Wstrzymane,low,False,EPIK-NASIONA,,"[""Social media""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 10000}"
work_item,Stoisko na targach #24,,,2026-04-01,2026-10-15,,,,,,,,,,,,,,,,AGRO-024,<p>Zadanie marketingu produktów rolniczych: Stoisko na targach. Kanał: Event. Budżet orientacyjny 12500 PLN.</p>,Pomysł,none,False,EPIK-TARGI,,"[""Targi i eventy""]","[""marketing.agro@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 12500}"
work_item,Katalog nawozów 2026 #25,,,,,,,,,,,,,,,,,,,,AGRO-025,<p>Zadanie marketingu produktów rolniczych: Katalog nawozów 2026. Kanał: Druk. Budżet orientacyjny 15000 PLN.</p>,Brief,urgent,False,EPIK-NAWOZY,,"[""Nawozy""]",[],"{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 15000}"
work_item,Film instruktażowy oprysku #26,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-026,<p>Zadanie marketingu produktów rolniczych: Film instruktażowy oprysku. Kanał: Online. Budżet orientacyjny 17500 PLN.</p>,W realizacji,high,False,EPIK-SOR,,"[""Środki ochrony""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 17500}"
work_item,Mailing do gospodarstw #27,,,,2026-10-15,,,,,,,,,,,,,,,,AGRO-027,<p>Zadanie marketingu produktów rolniczych: Mailing do gospodarstw. Kanał: Online. Budżet orientacyjny 20000 PLN.</p>,Do akceptacji,medium,False,EPIK-NASIONA,,"[""Nasiona""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 20000}"
work_item,Plakat POS w sklepach #28,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-028,<p>Zadanie marketingu produktów rolniczych: Plakat POS w sklepach. Kanał: Druk. Budżet orientacyjny 22500 PLN.</p>,Opublikowane,low,False,EPIK-TARGI,Kampania,"[""Materiały POS""]",[],"{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 22500, ""Sezon marketingowy"": ""Zima""}"
work_item,Webinar dla doradców #29,,,,,,,,,,,,,,,,,,,,AGRO-029,<p>Zadanie marketingu produktów rolniczych: Webinar dla doradców. Kanał: Event. Budżet orientacyjny 25000 PLN.</p>,Wstrzymane,none,False,EPIK-NAWOZY,,"[""Targi i eventy""]",[],"{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 25000}"
work_item,Brief kampanii display #30,,,2026-04-01,2026-10-15,,,,,,,,,,,,,,,,AGRO-030,<p>Zadanie marketingu produktów rolniczych: Brief kampanii display. Kanał: Online. Budżet orientacyjny 2500 PLN.</p>,Pomysł,urgent,False,EPIK-SOR,,"[""Social media""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 2500}"
work_item,Kreacja banera produktowego #31,,,,,,,,,,,,,,,,,,,,AGRO-031,<p>Zadanie marketingu produktów rolniczych: Kreacja banera produktowego. Kanał: Online. Budżet orientacyjny 5000 PLN.</p>,Brief,high,False,EPIK-NASIONA,,"[""Social media""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 5000}"
work_item,Ulotka dla dealerów #32,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-032,<p>Zadanie marketingu produktów rolniczych: Ulotka dla dealerów. Kanał: Dealer. Budżet orientacyjny 7500 PLN.</p>,W realizacji,medium,False,EPIK-TARGI,,"[""Materiały POS""]","[""nieistniejacy.rolnik@example.com""]","{""Kanał dystrybucji"": ""Dealer"", ""Budżet kampanii (PLN)"": 7500}"
work_item,Posty sezon siewny #33,,,,2026-10-15,,,,,,,,,,,,,,,,AGRO-033,<p>Zadanie marketingu produktów rolniczych: Posty sezon siewny. Kanał: Online. Budżet orientacyjny 10000 PLN.</p>,Do akceptacji,low,False,EPIK-NAWOZY,,"[""Social media""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 10000}"
work_item,Stoisko na targach #34,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-034,<p>Zadanie marketingu produktów rolniczych: Stoisko na targach. Kanał: Event. Budżet orientacyjny 12500 PLN.</p>,Opublikowane,none,False,EPIK-SOR,,"[""Targi i eventy""]",[],"{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 12500}"
work_item,Katalog nawozów 2026 #35,,,,,,,,,,,,,,,,,,,,AGRO-035,<p>Zadanie marketingu produktów rolniczych: Katalog nawozów 2026. Kanał: Druk. Budżet orientacyjny 15000 PLN.</p>,Wstrzymane,urgent,False,EPIK-NASIONA,Kampania,"[""Nawozy""]",[],"{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 15000, ""Sezon marketingowy"": ""Wiosna""}"
work_item,Film instruktażowy oprysku #36,,,2026-04-01,2026-10-15,,,,,,,,,,,,,,,,AGRO-036,<p>Zadanie marketingu produktów rolniczych: Film instruktażowy oprysku. Kanał: Online. Budżet orientacyjny 17500 PLN.</p>,Pomysł,high,False,EPIK-TARGI,,"[""Środki ochrony""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 17500}"
work_item,Mailing do gospodarstw #37,,,,,,,,,,,,,,,,,,,,AGRO-037,<p>Zadanie marketingu produktów rolniczych: Mailing do gospodarstw. Kanał: Online. Budżet orientacyjny 20000 PLN.</p>,Brief,medium,False,EPIK-NAWOZY,,"[""Nasiona""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 20000}"
work_item,Plakat POS w sklepach #38,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-038,<p>Zadanie marketingu produktów rolniczych: Plakat POS w sklepach. Kanał: Druk. Budżet orientacyjny 22500 PLN.</p>,W realizacji,low,False,EPIK-SOR,,"[""Materiały POS""]",[],"{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 22500}"
work_item,Webinar dla doradców #39,,,,2026-10-15,,,,,,,,,,,,,,,,AGRO-039,<p>Zadanie marketingu produktów rolniczych: Webinar dla doradców. Kanał: Event. Budżet orientacyjny 25000 PLN.</p>,Do akceptacji,none,False,EPIK-NASIONA,,"[""Targi i eventy""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 25000}"
work_item,Brief kampanii display #40,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-040,<p>Zadanie marketingu produktów rolniczych: Brief kampanii display. Kanał: Online. Budżet orientacyjny 2500 PLN.</p>,Opublikowane,urgent,False,EPIK-TARGI,,"[""Social media""]","[""nieistniejacy.rolnik@example.com""]","{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 2500}"
work_item,Kreacja banera produktowego #41,,,,,,,,,,,,,,,,,,,,AGRO-041,<p>Zadanie marketingu produktów rolniczych: Kreacja banera produktowego. Kanał: Online. Budżet orientacyjny 5000 PLN.</p>,Wstrzymane,high,False,EPIK-NAWOZY,,"[""Social media""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 5000}"
work_item,Ulotka dla dealerów #42,,,2026-04-01,2026-10-15,,,,,,,,,,,,,,,,AGRO-042,<p>Zadanie marketingu produktów rolniczych: Ulotka dla dealerów. Kanał: Dealer. Budżet orientacyjny 7500 PLN.</p>,Pomysł,medium,False,EPIK-SOR,Kampania,"[""Materiały POS""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Dealer"", ""Budżet kampanii (PLN)"": 7500, ""Sezon marketingowy"": ""Jesień""}"
work_item,Posty sezon siewny #43,,,,,,,,,,,,,,,,,,,,AGRO-043,<p>Zadanie marketingu produktów rolniczych: Posty sezon siewny. Kanał: Online. Budżet orientacyjny 10000 PLN.</p>,Brief,low,False,EPIK-NASIONA,,"[""Social media""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 10000}"
work_item,Stoisko na targach #44,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-044,<p>Zadanie marketingu produktów rolniczych: Stoisko na targach. Kanał: Event. Budżet orientacyjny 12500 PLN.</p>,W realizacji,none,False,EPIK-TARGI,,"[""Targi i eventy""]",[],"{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 12500}"
work_item,Katalog nawozów 2026 #45,,,,2026-10-15,,,,,,,,,,,,,,,,AGRO-045,<p>Zadanie marketingu produktów rolniczych: Katalog nawozów 2026. Kanał: Druk. Budżet orientacyjny 15000 PLN.</p>,Do akceptacji,urgent,False,EPIK-NAWOZY,,"[""Nawozy""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 15000}"
work_item,Film instruktażowy oprysku #46,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-046,<p>Zadanie marketingu produktów rolniczych: Film instruktażowy oprysku. Kanał: Online. Budżet orientacyjny 17500 PLN.</p>,Opublikowane,high,False,EPIK-SOR,,"[""Środki ochrony""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 17500}"
work_item,Mailing do gospodarstw #47,,,,,,,,,,,,,,,,,,,,AGRO-047,<p>Zadanie marketingu produktów rolniczych: Mailing do gospodarstw. Kanał: Online. Budżet orientacyjny 20000 PLN.</p>,Wstrzymane,medium,False,EPIK-NASIONA,,"[""Nasiona""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 20000}"
work_item,Plakat POS w sklepach #48,,,2026-04-01,2026-10-15,,,,,,,,,,,,,,,,AGRO-048,<p>Zadanie marketingu produktów rolniczych: Plakat POS w sklepach. Kanał: Druk. Budżet orientacyjny 22500 PLN.</p>,Pomysł,low,False,EPIK-TARGI,,"[""Materiały POS""]","[""marketing.agro@example.com"", ""nieistniejacy.rolnik@example.com""]","{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 22500}"
work_item,Webinar dla doradców #49,,,,,,,,,,,,,,,,,,,,AGRO-049,<p>Zadanie marketingu produktów rolniczych: Webinar dla doradców. Kanał: Event. Budżet orientacyjny 25000 PLN.</p>,Brief,none,False,EPIK-NAWOZY,Kampania,"[""Targi i eventy""]",[],"{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 25000, ""Sezon marketingowy"": ""Całoroczny""}"
work_item,Brief kampanii display #50,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-050,<p>Zadanie marketingu produktów rolniczych: Brief kampanii display. Kanał: Online. Budżet orientacyjny 2500 PLN.</p>,W realizacji,urgent,False,EPIK-SOR,,"[""Social media""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 2500}"
work_item,Kreacja banera produktowego #51,,,,2026-10-15,,,,,,,,,,,,,,,,AGRO-051,<p>Zadanie marketingu produktów rolniczych: Kreacja banera produktowego. Kanał: Online. Budżet orientacyjny 5000 PLN.</p>,Do akceptacji,high,False,EPIK-NASIONA,,"[""Social media""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 5000}"
work_item,Ulotka dla dealerów #52,,,2026-04-01,,,,,,,,,,,,,,,,,AGRO-052,<p>Zadanie marketingu produktów rolniczych: Ulotka dla dealerów. Kanał: Dealer. Budżet orientacyjny 7500 PLN.</p>,Opublikowane,medium,False,EPIK-TARGI,,"[""Materiały POS""]",[],"{""Kanał dystrybucji"": ""Dealer"", ""Budżet kampanii (PLN)"": 7500}"
work_item,Posty sezon siewny #53,,,,,,,,,,,,,,,,,,,,AGRO-053,<p>Zadanie marketingu produktów rolniczych: Posty sezon siewny. Kanał: Online. Budżet orientacyjny 10000 PLN.</p>,Wstrzymane,low,False,EPIK-NAWOZY,,"[""Social media""]",[],"{""Kanał dystrybucji"": ""Online"", ""Budżet kampanii (PLN)"": 10000}"
work_item,Stoisko na targach #54,,,2026-04-01,2026-10-15,,,,,,,,,,,,,,,,AGRO-054,<p>Zadanie marketingu produktów rolniczych: Stoisko na targach. Kanał: Event. Budżet orientacyjny 12500 PLN.</p>,Pomysł,none,False,EPIK-SOR,,"[""Targi i eventy""]","[""marketing.agro@example.com""]","{""Kanał dystrybucji"": ""Event"", ""Budżet kampanii (PLN)"": 12500}"
work_item,Katalog nawozów 2026 #55,,,,,,,,,,,,,,,,,,,,AGRO-055,<p>Zadanie marketingu produktów rolniczych: Katalog nawozów 2026. Kanał: Druk. Budżet orientacyjny 15000 PLN.</p>,Brief,urgent,False,EPIK-NASIONA,,"[""Nawozy""]",[],"{""Kanał dystrybucji"": ""Druk"", ""Budżet kampanii (PLN)"": 15000}"
